"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"DMACEUS","197601","14.947","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197602","13.408","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197603","14.651","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197604","13.598","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197605","13.158","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197606","12.989","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197607","12.569","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197608","12.765","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197609","14.063","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197610","15.129","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197611","14.691","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197612","17.258","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197613","169.228","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197701","15.858","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197702","15.893","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197703","15.945","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197704","14.514","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197705","14.621","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197706","14.875","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197707","13.794","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197708","14.844","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197709","14.803","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197710","15.612","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197711","16.358","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197712","16.941","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197713","184.057","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197801","17.841","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197802","17.69","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197803","17.835","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197804","16.249","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197805","16.928","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197806","15.705","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197807","14.525","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197808","15.484","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197809","14.559","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197810","16.231","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197811","17.027","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197812","18.081","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197813","198.155","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197901","19.586","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197902","19.002","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197903","19.017","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197904","16.891","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197905","18.201","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197906","16.9","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197907","16.402","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197908","17.259","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197909","16.364","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197910","18.845","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197911","17.072","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197912","19.318","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","197913","214.856","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198001","18.568","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198002","18.521","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198003","18.523","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198004","17.369","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198005","16.357","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198006","15.228","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198007","15.939","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198008","15.229","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198009","16.779","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198010","18.249","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198011","16.867","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198012","19.068","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198013","206.697","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198101","20.251","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198102","17.133","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198103","18.619","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198104","17.78","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198105","17.317","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198106","16.842","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198107","17.723","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198108","17.469","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198109","17.415","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198110","17.791","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198111","17.54","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198112","18.693","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198113","214.573","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198201","18.53","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198202","17.343","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198203","18.328","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198204","17.493","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198205","16.466","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198206","17.592","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198207","15.964","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198208","16.422","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198209","16.973","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198210","17.262","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198211","16.684","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198212","17.25","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198213","206.304","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198301","16.149","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198302","15.422","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198303","18.872","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198304","17.26","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198305","17.459","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198306","18.287","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198307","17.503","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198308","18.121","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198309","18.491","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198310","18.984","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198311","18.442","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198312","19.883","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198313","214.873","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198401","17.713","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198402","15.477","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198403","18.742","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198404","18.468","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198405","19.318","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198406","18.487","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198407","19.133","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198408","18.99","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198409","17.939","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198410","19.031","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198411","17.566","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198412","17.147","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198413","218.012","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198501","19.703","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198502","17.543","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198503","20.248","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198504","19.72","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198505","20.126","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198506","19.978","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198507","19.919","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198508","20.803","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198509","18.858","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198510","20.448","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198511","17.817","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198512","19.287","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198513","234.448","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198601","18.797","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198602","17.544","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198603","20.312","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198604","19.846","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198605","20.427","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198606","19.536","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198607","20.518","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198608","20.699","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198609","18.821","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198610","20.752","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198611","19.447","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198612","21.286","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198613","237.986","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198701","20.045","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198702","18.996","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198703","20.625","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198704","20.694","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198705","20.488","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198706","20.852","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198707","21.212","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198708","20.877","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198709","20.504","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198710","21.902","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198711","19.435","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198712","20.982","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198713","246.612","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198801","21.975","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198802","21.011","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198803","23.884","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198804","21.298","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198805","22.244","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198806","22.313","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198807","21.666","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198808","22.557","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198809","21.484","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198810","23.896","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198811","22.096","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198812","23.753","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198813","268.176","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198901","21.658","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198902","20.582","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198903","23.521","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198904","22.132","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198905","23.474","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198906","23.136","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198907","21.976","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198908","23.466","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198909","21.762","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198910","23.784","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198911","22.949","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198912","24.203","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","198913","272.642","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMACEUS","199001","22.174","4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
